seq	len
SN:GCA_002742045.2	2064
SN:GCA_002706905.1	154
SN:GCA_002706905.2	424
SN:GCA_900506275.1	922
SN:GCA_003419895.1	1908
SN:GCA_003419895.2	1983
SN:GCA_002108045.1	2109
SN:GCA_002108045.2	2325
SN:GCA_004005815.1	151
SN:GCA_004005815.2	1890
SN:GCA_002738385.1	154
SN:GCA_900141905.1	2449
SN:GCA_004343255.1	151
SN:GCA_002869005.1	154
SN:GCA_900172345.1	154
SN:GCA_003465525.1	1992
SN:GCA_003465525.2	151
SN:GCA_006094415.1	2106
SN:GCA_006094415.2	2151
SN:GCA_006363855.1	922
SN:GCA_005038405.1	922
SN:GCA_004136315.1	154
SN:GCA_004136315.2	427
SN:GCA_003318155.1	2418
SN:GCA_004329465.1	1932
SN:GCA_004329465.2	243
SN:GCA_900513415.1	922
SN:GCA_900157305.1	1896
SN:GCA_005116715.1	919
SN:GCA_002729955.1	922
SN:GCA_005217135.1	919
SN:GCA_002721855.1	427
SN:GCA_002690215.1	907
SN:GCA_003635365.1	1866
SN:GCA_003635365.2	1956
SN:GCA_003004665.1	2475
SN:GCA_004348535.1	1938
SN:GCA_004348535.2	2145
SN:GCA_003533245.1	154
SN:GCA_003024195.1	2124
SN:GCA_003024195.2	2085
SN:GCA_001797315.1	907
SN:GCA_005774735.1	2034
SN:GCA_005774735.2	2070
SN:GCA_002080045.1	922
SN:GCA_900457045.1	2418
SN:GCA_002866835.1	1956
SN:GCA_003024805.1	1944
SN:GCA_003024805.2	1951
SN:GCA_900476255.1	1923
SN:GCA_900476255.2	151
SN:GCA_003244775.1	919
SN:GCA_001829155.1	1971
SN:GCA_001796715.1	418
SN:GCA_002575215.1	1929
SN:GCA_001832905.1	1950
SN:GCA_002842755.1	1965
SN:GCA_002842755.2	1863
SN:GCA_002579115.1	1929
SN:GCA_900113325.1	1920
SN:GCA_001855515.1	2115
SN:GCA_001855515.2	1947
SN:GCA_003003285.1	424
SN:GCA_003003285.2	154
SN:GCA_002177135.1	154
SN:GCA_004152955.1	430
SN:GCA_004152955.2	151
SN:GCA_002964915.1	1839
SN:GCA_002964915.2	1938
SN:GCA_003594835.1	154
SN:GCA_002794295.1	151
SN:GCA_001916625.1	1968
SN:GCA_001916625.2	2004
SN:GCA_900101125.1	154
SN:GCA_900119105.1	1902
SN:GCA_900119105.2	151
SN:GCA_003072585.1	2469
SN:GCA_900168005.1	2556
SN:GCA_004920755.1	919
SN:GCA_002101595.1	2028
SN:GCA_002754535.1	2061
SN:GCA_002754535.2	2121
SN:GCA_900107975.1	1917
SN:GCA_002083405.1	2472
SN:GCA_002685555.1	154
SN:GCA_900099635.1	2001
SN:GCA_003249015.1	160
SN:GCA_002901725.1	922
SN:GCA_003538625.1	1983
SN:GCA_002161235.1	1998
SN:GCA_002161235.2	1944
SN:GCA_005281325.1	922
SN:GCA_003208455.1	154
SN:GCA_003208455.2	421
SN:GCA_002778015.1	2067
SN:GCA_002778015.2	2451
SN:GCA_003143995.1	2118
SN:GCA_003143995.2	2109
SN:GCA_003666905.1	922
SN:GCA_002557105.1	1932
SN:GCA_002563695.1	2133
SN:GCA_002563695.2	2106
SN:GCA_002721135.1	154
SN:GCA_000979585.1	154
SN:GCA_003468175.1	1905
SN:GCA_003468175.2	1962
SN:GCA_005396265.1	922
SN:GCA_003702445.1	154
SN:GCA_900517385.1	922
SN:GCA_002017935.1	1941
SN:GCA_002017935.2	1875
SN:GCA_002858645.1	154
SN:GCA_002067245.1	154
SN:GCA_003287015.1	2436
SN:GCA_900508325.1	922
SN:GCA_900501645.1	922
SN:GCA_004216695.1	922
SN:GCA_003461465.1	1977
SN:GCA_003461465.2	1983
SN:GCA_002842695.1	1836
SN:GCA_002842695.2	1980
SN:GCA_900113105.1	1908
SN:GCA_005861815.1	1935
SN:GCA_900446625.1	2313
SN:GCA_900177715.1	154
SN:GCA_003220515.1	2376
SN:GCA_900104235.1	1953
SN:GCA_002204395.1	892
SN:GCA_002591665.1	421
SN:GCA_002591665.2	154
SN:GCA_002374835.1	433
SN:GCA_002374835.2	2514
SN:GCA_003112455.1	151
SN:GCA_002706945.1	2088
SN:GCA_002706945.2	2118
SN:GCA_003574175.1	886
SN:GCA_003438845.1	151
SN:GCA_003438845.2	1926
SN:GCA_003660235.1	2412
SN:GCA_900143015.1	1941
SN:GCA_900143015.2	1845
SN:GCA_004102945.1	154
SN:GCA_001897475.1	1956
SN:GCA_001897475.2	2436
SN:GCA_900504205.1	922
SN:GCA_001895225.1	154
SN:GCA_003241055.1	901
SN:GCA_004365075.1	2043
SN:GCA_003059505.1	2322
SN:GCA_002549795.1	928
SN:GCA_004333925.1	2277
SN:GCA_004333925.2	2139
SN:GCA_003997585.1	154
SN:GCA_003997585.2	792
SN:GCA_002102215.1	2091
SN:GCA_002570105.1	1929
SN:GCA_900129595.1	1944
SN:GCA_900129595.2	1872
SN:GCA_900250115.1	949
SN:GCA_003457365.1	2109
SN:GCA_003457365.2	2091
SN:GCA_003611675.1	1932
SN:GCA_003611675.2	154
SN:GCA_001918085.1	427
SN:GCA_001918085.2	427
SN:GCA_002533705.1	2322
SN:GCA_003474775.1	1938
SN:GCA_003448685.1	1983
SN:GCA_001798885.1	931
SN:GCA_003998955.1	427
SN:GCA_003998955.2	154
SN:GCA_003603015.1	151
SN:GCA_003603015.2	1935
SN:GCA_002719895.1	1941
SN:GCA_002719895.2	1854
SN:GCA_004100625.1	922
SN:GCA_003938635.1	922
SN:GCA_003143695.1	1947
SN:GCA_003003995.1	1935
SN:GCA_003471045.1	1923
SN:GCA_003471045.2	160
SN:GCA_005784725.1	151
SN:GCA_001956895.1	2046
SN:GCA_001956895.2	2142
SN:GCA_006349645.1	1929
SN:GCA_900517695.1	922
SN:GCA_900512435.1	922
SN:GCA_900112155.1	154
SN:GCA_900112155.2	1986
SN:GCA_003462045.1	154
SN:GCA_003462045.2	1983
SN:GCA_005237575.1	1029
SN:GCA_005237575.2	1950
SN:GCA_003429095.1	154
SN:GCA_003458565.1	1965
SN:GCA_003458565.2	1935
SN:GCA_003961935.1	2310
SN:GCA_003160695.1	2127
SN:GCA_003160695.2	2094
SN:GCA_005864195.1	1962
SN:GCA_003960935.1	2310
SN:GCA_003820245.1	154
SN:GCA_001724855.1	154
SN:GCA_002549945.1	151
SN:GCA_002549945.2	1992
SN:GCA_004341505.1	154
SN:GCA_004341505.2	1983
SN:GCA_004102645.1	1908
SN:GCA_005044935.1	922
SN:GCA_003797895.1	1959
SN:GCA_003466225.1	2076
SN:GCA_003466225.2	1986
SN:GCA_002794195.1	1887
SN:GCA_006349495.1	2313
SN:GCA_900515305.1	922
SN:GCA_005041175.1	922
SN:GCA_900450865.1	2427
SN:GCA_900515375.1	922
SN:GCA_003887055.1	922
SN:GCA_003351145.1	409
SN:GCA_002934345.1	154
SN:GCA_002890575.1	1848
SN:GCA_002890575.2	1959
SN:GCA_002943675.1	1971
SN:GCA_002943675.2	1899
SN:GCA_002683405.1	154
SN:GCA_002733295.1	154
SN:GCA_002733295.2	600
SN:GCA_003148665.1	1941
SN:GCA_003148665.2	1860
SN:GCA_001873705.1	904
SN:GCA_003335045.1	424
SN:GCA_003335045.2	154
SN:GCA_006225425.1	889
SN:GCA_004012575.1	2322
SN:GCA_003182675.1	415
SN:GCA_003240775.1	1914
SN:GCA_003426475.1	2031
SN:GCA_003426475.2	2091
SN:GCA_002693525.1	2616
SN:GCA_002693525.2	651
SN:GCA_002533465.1	2322
SN:GCA_900176035.1	1905
SN:GCA_003076635.1	1959
SN:GCA_003076635.2	1854
SN:GCA_002865865.1	1914
SN:GCA_004960715.1	922
SN:GCA_003461785.1	1983
SN:GCA_003461785.2	1977
SN:GCA_003497425.1	1932
SN:GCA_900107165.1	892
SN:GCA_003688555.1	154
SN:GCA_002953715.1	154
SN:GCA_002953715.2	424
SN:GCA_002711645.1	154
SN:GCA_002711645.2	154
SN:GCA_003248965.1	421
SN:GCA_003248965.2	151
SN:GCA_003508815.1	1983
SN:GCA_003508815.2	1977
SN:GCA_003469955.1	2016
SN:GCA_003469955.2	1947
SN:GCA_900446875.1	922
SN:GCA_001956865.1	151
SN:GCA_001956865.2	2100
SN:GCA_004217095.1	922
SN:GCA_900507935.1	922
SN:GCA_004921175.1	2418
SN:GCA_002550775.1	1929
SN:GCA_002841175.1	154
SN:GCA_004310645.1	922
SN:GCA_001815685.1	889
SN:GCA_900142385.1	154
SN:GCA_003460315.1	421
SN:GCA_003460315.2	1920
SN:GCA_003970915.1	1986
SN:GCA_003970915.2	1947
SN:GCA_900106065.1	154
SN:GCA_900101995.1	1935
SN:GCA_900101995.2	1848
SN:GCA_900215395.1	916
SN:GCA_002836035.1	151
SN:GCA_006375815.1	1947
SN:GCA_004343185.1	910
SN:GCA_003712865.1	1962
SN:GCA_900101905.1	1932
SN:GCA_900101905.2	1077
SN:GCA_900101905.3	154
SN:GCA_900504525.1	922
SN:GCA_005863285.1	151
SN:GCA_002692065.1	1947
SN:GCA_002692065.2	1845
SN:GCA_004063515.1	1950
SN:GCA_003854495.1	910
SN:GCA_004832445.1	922
SN:GCA_003952465.1	154
SN:GCA_004364775.1	928
SN:GCA_002285085.1	2076
SN:GCA_900517225.1	922
SN:GCA_900496115.1	151
SN:GCA_004801135.1	922
SN:GCA_005862215.1	2463
SN:GCA_005862215.2	421
SN:GCA_005862215.3	154
SN:GCA_005862215.4	424
SN:GCA_003051005.1	2037
SN:GCA_005145045.1	424
SN:GCA_005145045.2	154
SN:GCA_003470005.1	1908
SN:GCA_003470005.2	1962
SN:GCA_002104795.1	2028
SN:GCA_900116115.1	1857
SN:GCA_900116115.2	1941
SN:GCA_003111645.1	154
SN:GCA_002915305.1	154
SN:GCA_002915305.2	1923
SN:GCA_002866845.1	2049
SN:GCA_002866845.2	2124
SN:GCA_002954615.1	2418
SN:GCA_005040635.1	922
SN:GCA_003240535.1	151
SN:GCA_005864165.1	1965
SN:GCA_900215285.1	424
SN:GCA_900215285.2	154
SN:GCA_004802855.1	922
SN:GCA_003515845.1	1965
SN:GCA_003647805.1	1896
SN:GCA_001889605.1	154
SN:GCA_001889605.2	2067
SN:GCA_005042205.1	922
SN:GCA_003987175.1	2418
SN:GCA_004798525.1	1872
SN:GCA_004798525.2	151
SN:GCA_002006435.1	1908
SN:GCA_003529325.1	1944
SN:GCA_003075375.1	2037
SN:GCA_003075375.2	2070
SN:GCA_003075375.3	456
SN:GCA_900167935.1	1941
SN:GCA_004212445.1	2124
SN:GCA_004212445.2	2070
SN:GCA_004114375.1	154
SN:GCA_004309675.1	922
SN:GCA_900094625.1	154
SN:GCA_900094625.2	2073
SN:GCA_900506075.1	922
SN:GCA_006350365.1	922
SN:GCA_003241845.1	160
SN:GCA_003639965.1	2322
SN:GCA_001905095.1	1947
SN:GCA_001905095.2	2166
SN:GCA_900101895.1	151
SN:GCA_002313155.1	2610
SN:GCA_001897685.1	898
SN:GCA_004361345.1	1965
SN:GCA_005038535.1	922
SN:GCA_005044565.1	922
SN:GCA_004331345.1	2052
SN:GCA_004331345.2	2085
SN:GCA_900114395.1	154
SN:GCA_001771365.1	1974
SN:GCA_003201335.1	1911
SN:GCA_900638385.1	2424
SN:GCA_900507825.1	922
SN:GCA_004921715.1	2418
SN:GCA_005774165.1	2073
SN:GCA_005774165.2	2160
SN:GCA_002514735.1	1938
SN:GCA_002514735.2	1851
SN:GCA_003457695.1	1953
SN:GCA_900102985.1	2415
SN:GCA_003015105.1	1938
SN:GCA_003550215.1	913
SN:GCA_001897225.1	1866
SN:GCA_001897225.2	2505
SN:GCA_003970215.1	151
SN:GCA_003114815.1	2127
SN:GCA_003114815.2	1920
SN:GCA_003241515.1	180
SN:GCA_003688775.1	2124
SN:GCA_003688775.2	2106
SN:GCA_005435015.1	154
SN:GCA_003043125.1	1926
SN:GCA_004013715.1	2322
SN:GCA_003194385.1	919
SN:GCA_001804715.1	1971
SN:GCA_002884775.1	2415
SN:GCA_002884775.2	2091
SN:GCA_002798945.1	919
SN:GCA_002842505.1	1941
SN:GCA_003438715.1	1938
SN:GCA_900514715.1	922
SN:GCA_002549935.1	1992
SN:GCA_002549935.2	151
SN:GCA_002737725.1	154
SN:GCA_900452415.1	2418
SN:GCA_002251855.1	907
SN:GCA_900454145.1	889
SN:GCA_003147565.1	1953
SN:GCA_002285495.1	1914
SN:GCA_002569425.1	1929
SN:GCA_003991425.1	1917
SN:GCA_003584005.1	1959
SN:GCA_004217355.1	2067
SN:GCA_004217355.2	2124
SN:GCA_001014975.1	433
SN:GCA_001014975.2	154
SN:GCA_002943105.1	1878
SN:GCA_002943105.2	1935
SN:GCA_004168365.1	922
SN:GCA_001939535.1	1923
SN:GCA_002763845.1	1947
SN:GCA_002763845.2	151
SN:GCA_002799235.1	919
SN:GCA_003762875.1	1977
SN:GCA_003762875.2	1944
SN:GCA_002694565.1	1893
SN:GCA_002694565.2	1959
SN:GCA_005043925.1	922
SN:GCA_005519285.1	922
SN:GCA_003004435.1	154
SN:GCA_003437315.1	1971
SN:GCA_003437315.2	2010
SN:GCA_003603545.1	1935
SN:GCA_003603545.2	151
SN:GCA_900091495.1	2040
SN:GCA_900091495.2	2058
SN:GCA_004025345.1	922
SN:GCA_006227395.1	922
SN:GCA_002210105.1	154
SN:GCA_900505245.1	922
SN:GCA_003224145.1	154
SN:GCA_900100255.1	877
SN:GCA_002837185.1	922
SN:GCA_002135435.1	2472
SN:GCA_002213425.1	913
SN:GCA_900115805.1	1923
SN:GCA_001955925.1	1911
SN:GCA_004331485.1	2085
SN:GCA_004331485.2	660
SN:GCA_004331485.3	2064
SN:GCA_002731875.1	424
SN:GCA_002731875.2	2415
SN:GCA_003461825.1	2001
SN:GCA_003461825.2	1971
SN:GCA_900107245.1	1923
SN:GCA_900107245.2	1935
SN:GCA_002206635.1	928
SN:GCA_003846285.1	2136
SN:GCA_003846285.2	2112
SN:GCA_900140275.1	2028
SN:GCA_002783865.1	154
SN:GCA_003436035.1	1938
SN:GCA_002109495.1	427
SN:GCA_002109495.2	919
SN:GCA_900101645.1	151
SN:GCA_005146825.1	922
SN:GCA_005239015.1	2145
SN:GCA_005116555.1	1947
SN:GCA_002842735.1	2583
SN:GCA_002771745.1	1957
SN:GCA_002771745.2	1866
SN:GCA_004216715.1	1905
SN:GCA_004216715.2	1959
SN:GCA_005238055.1	1029
SN:GCA_005238055.2	1950
SN:GCA_002973575.1	151
SN:GCA_002973575.2	1890
SN:GCA_003634555.1	2001
SN:GCA_003634555.2	2121
SN:GCA_002077655.1	1962
SN:GCA_002077655.2	2058
SN:GCA_900091965.1	1092
SN:GCA_900091965.2	2127
SN:GCA_900091965.3	183
SN:GCA_001853385.1	2415
SN:GCA_004019285.1	154
SN:GCA_900502245.1	922
SN:GCA_001942435.1	454
SN:GCA_001942435.2	2118
SN:GCA_900215515.1	2415
SN:GCA_900460265.1	2397
SN:GCA_003989055.1	1923
SN:GCA_004922525.1	2418
SN:GCA_003428595.1	151
SN:GCA_900482385.1	922
SN:GCA_004020845.1	154
SN:GCA_002147055.1	1929
SN:GCA_003634155.1	910
SN:GCA_003253955.1	910
SN:GCA_003435205.1	1878
SN:GCA_003435205.2	1959
SN:GCA_003478145.1	151
SN:GCA_003478145.2	1914
SN:GCA_002709075.1	1974
SN:GCA_002709075.2	2451
SN:GCA_001854605.1	922
SN:GCA_002866305.1	151
SN:GCA_002457215.1	2422
SN:GCA_005393965.1	922
SN:GCA_004123125.1	415
SN:GCA_004126285.1	1950
SN:GCA_004126285.2	1029
SN:GCA_006225495.1	889
SN:GCA_003641795.1	1890
SN:GCA_900105945.1	2052
SN:GCA_900105945.2	1968
SN:GCA_004284635.1	922
SN:GCA_003987785.1	2028
SN:GCA_003987785.2	1914
SN:GCA_900177675.1	1926
SN:GCA_006334765.1	154
SN:GCA_003574445.1	2079
SN:GCA_003574445.2	2121
SN:GCA_004334635.1	2277
SN:GCA_004334635.2	2139
SN:GCA_000534935.1	1929
SN:GCA_001953155.1	2091
SN:GCA_001953155.2	2394
SN:GCA_005048075.1	1923
SN:GCA_003934975.1	2412
SN:GCA_003149575.1	154
SN:GCA_003149575.2	433
SN:GCA_003480345.1	1920
SN:GCA_003480345.2	421
SN:GCA_900111365.1	2088
SN:GCA_900111365.2	2037
SN:GCA_006381795.1	922
SN:GCA_900119235.1	925
SN:GCA_003610555.1	1962
SN:GCA_003610555.2	1833
SN:GCA_003234795.1	2226
SN:GCA_003234795.2	2022
SN:GCA_005819225.1	151
SN:GCA_900110395.1	442
SN:GCA_900110395.2	154
SN:GCA_003468465.1	151
SN:GCA_003468465.2	1437
SN:GCA_003468465.3	1698
SN:GCA_002871435.1	442
SN:GCA_002871435.2	1998
SN:GCA_004329805.1	154
SN:GCA_004329805.2	424
SN:GCA_900148515.1	1893
SN:GCA_900148515.2	1959
SN:GCA_900103525.1	1929
SN:GCA_002858675.1	922
SN:GCA_002894905.1	1911
SN:GCA_900448085.1	922
SN:GCA_003807585.1	151
SN:GCA_003807585.2	1905
SN:GCA_001814825.1	2064
SN:GCA_001828745.1	154
SN:GCA_003383025.1	154
SN:GCA_900451725.1	922
SN:GCA_006376505.1	154
SN:GCA_002874415.1	922
SN:GCA_006225405.1	889
SN:GCA_001822855.1	154
SN:GCA_002211285.1	154
SN:GCA_002211285.2	424
SN:GCA_002754475.1	928
SN:GCA_900448695.1	922
SN:GCA_002794555.1	151
SN:GCA_002733995.1	1839
SN:GCA_002733995.2	2415
SN:GCA_002290545.1	2547
SN:GCA_002290545.2	1857
SN:GCA_003355455.1	2532
SN:GCA_003355455.2	433
SN:GCA_003985025.1	1923
SN:GCA_003234805.1	1974
SN:GCA_003234805.2	2127
SN:GCA_002211785.1	2412
SN:GCA_002217735.1	1923
SN:GCA_002814075.1	1869
SN:GCA_002814075.2	1938
SN:GCA_002897075.1	919
SN:GCA_003258865.1	151
SN:GCA_900103715.1	154
SN:GCA_900683635.1	2058
SN:GCA_003034265.1	1905
SN:GCA_005862235.1	2058
SN:GCA_005862235.2	1962
SN:GCA_004795115.1	627
SN:GCA_004795115.2	2001
SN:GCA_004795115.3	1170
SN:GCA_004795115.4	2121
SN:GCA_003634585.1	1854
SN:GCA_003634585.2	1941
SN:GCA_900104065.1	154
SN:GCA_900230115.1	1956
SN:GCA_900230115.2	1887
SN:GCA_900107935.1	922
SN:GCA_900108405.1	424
SN:GCA_900108405.2	154
SN:GCA_003400205.1	1929
SN:GCA_900604845.1	409
SN:GCA_004217235.1	2058
SN:GCA_004217235.2	2034
SN:GCA_003460265.1	1938
SN:GCA_005236985.1	1029
SN:GCA_005236985.2	1950
SN:GCA_900461665.1	151
SN:GCA_005860985.1	1935
SN:GCA_002839795.1	1998
SN:GCA_004365095.1	1950
SN:GCA_005280595.1	922
SN:GCA_900104175.1	1971
SN:GCA_900104175.2	2052
SN:GCA_005781685.1	922
SN:GCA_004792745.1	922
SN:GCA_003732665.1	922
SN:GCA_002261365.1	154
SN:GCA_003046625.1	151
SN:GCA_003046625.2	1833
SN:GCA_003695215.1	151
SN:GCA_003097635.1	1863
SN:GCA_003097635.2	1941
SN:GCA_003208055.1	1968
SN:GCA_003383615.1	1875
SN:GCA_003383615.2	1956
SN:GCA_003027605.1	922
SN:GCA_001770245.1	913
SN:GCA_004329695.1	154
SN:GCA_004329695.2	424
SN:GCA_003633715.1	2415
SN:GCA_004922665.1	2418
SN:GCA_004017755.1	154
SN:GCA_004922585.1	2418
SN:GCA_003097615.1	1923
SN:GCA_006350225.1	922
SN:GCA_003454475.1	1953
SN:GCA_005473895.1	288
SN:GCA_005473895.2	154
SN:GCA_002797535.1	1935
SN:GCA_002797535.2	1872
SN:GCA_900514895.1	922
SN:GCA_003665905.1	154
SN:GCA_005049135.1	1962
SN:GCA_003955985.1	2040
SN:GCA_004102905.1	1932
SN:GCA_004102905.2	1974
SN:GCA_900505095.1	922
SN:GCA_900110805.1	1929
SN:GCA_900110805.2	1950
SN:GCA_900101625.1	949
SN:GCA_005519645.1	922
SN:GCA_001797615.1	154
SN:GCA_002218855.1	1965
SN:GCA_003692965.1	1971
SN:GCA_900109805.1	931
SN:GCA_005863995.1	154
SN:GCA_003530635.1	2124
SN:GCA_001971605.1	1980
SN:GCA_001971605.2	154
SN:GCA_002897175.1	1947
SN:GCA_006375945.1	1947
SN:GCA_004331955.1	2451
SN:GCA_004331955.2	2040
SN:GCA_002869965.1	910
SN:GCA_002157205.1	151
SN:GCA_004793425.1	2409
SN:GCA_900119075.1	1971
SN:GCA_900119075.2	1980
SN:GCA_900111555.1	154
SN:GCA_004354475.1	1977
SN:GCA_900460945.1	759
SN:GCA_900460945.2	214
SN:GCA_900460945.3	309
SN:GCA_900460945.4	97
SN:GCA_900512405.1	922
SN:GCA_003586325.1	154
SN:GCA_003222915.1	154
SN:GCA_001874305.1	2454
SN:GCA_001874305.2	2223
SN:GCA_003942415.1	151
SN:GCA_005044945.1	922
SN:GCA_900507145.1	922
SN:GCA_003943555.1	1947
SN:GCA_900451035.1	922
SN:GCA_003663845.1	1935
SN:GCA_003663845.2	1887
SN:GCA_002282785.1	154
SN:GCA_002860845.1	1950
SN:GCA_900142215.1	151
SN:GCA_900142215.2	1911
SN:GCA_900142215.3	915
SN:GCA_900177375.1	154
SN:GCA_901268705.1	151
SN:GCA_006349935.1	922
SN:GCA_003989425.1	2109
SN:GCA_003989425.2	154
SN:GCA_900239505.1	1938
SN:GCA_006334675.1	154
SN:GCA_002841115.1	2431
SN:GCA_003173595.1	1869
SN:GCA_003173595.2	1959
SN:GCA_003254055.1	1902
SN:GCA_003254055.2	1959
SN:GCA_004014195.1	2322
SN:GCA_003852805.1	1881
SN:GCA_003852805.2	456
SN:GCA_001810515.1	2037
SN:GCA_001810515.2	2103
SN:GCA_004342125.1	1959
SN:GCA_004342125.2	1872
SN:GCA_900215125.1	2010
SN:GCA_002552195.1	1929
SN:GCA_002086305.1	154
SN:GCA_900103725.1	154
SN:GCA_003935525.1	922
SN:GCA_900515385.1	922
SN:GCA_003688325.1	2412
SN:GCA_003688325.2	2130
SN:GCA_004353485.1	151
SN:GCA_005046545.1	922
SN:GCA_002205615.1	907
SN:GCA_006227185.1	922
SN:GCA_000979045.1	154
SN:GCA_003546745.1	2322
SN:GCA_003721225.1	154
SN:GCA_002936985.1	2085
SN:GCA_002936985.2	1950
SN:GCA_900112485.1	1908
SN:GCA_001874265.1	1857
SN:GCA_001874265.2	1941
SN:GCA_001874265.3	1941
SN:GCA_004012215.1	2322
SN:GCA_002443295.1	2442
SN:GCA_004833745.1	922
SN:GCA_900516935.1	922
SN:GCA_003438305.1	1938
SN:GCA_003438305.2	151
SN:GCA_003052265.1	901
SN:GCA_005889725.1	154
SN:GCA_005889725.2	2067
SN:GCA_005236845.1	1029
SN:GCA_005236845.2	1950
SN:GCA_002888655.1	1950
SN:GCA_900512935.1	922
SN:GCA_900239185.1	1938
SN:GCA_004006295.1	154
SN:GCA_003259695.1	1914
SN:GCA_003063675.1	154
SN:GCA_002094855.1	1941
SN:GCA_900176465.1	154
SN:GCA_900508915.1	922
SN:GCA_003644925.1	1812
SN:GCA_003644925.2	1926
SN:GCA_003521015.1	151
SN:GCA_005041165.1	922
SN:GCA_004342005.1	922
SN:GCA_001853795.1	2028
SN:GCA_900102755.1	2058
SN:GCA_900102755.2	1965
SN:GCA_002173735.1	154
SN:GCA_005043185.1	922
SN:GCA_002736285.1	1920
SN:GCA_005519405.1	154
SN:GCA_003792005.1	922
SN:GCA_006364495.1	1923
SN:GCA_003269145.1	901
SN:GCA_002693665.1	922
SN:GCA_900248205.1	1956
SN:GCA_004960265.1	922
SN:GCA_003851725.1	2049
SN:GCA_003851725.2	2139
SN:GCA_003851725.3	705
SN:GCA_900494385.1	919
SN:GCA_004365635.1	2415
SN:GCA_002865285.1	1938
SN:GCA_002161245.1	1950
SN:GCA_002161245.2	1992
SN:GCA_002441935.1	1920
SN:GCA_005040425.1	922
SN:GCA_005405585.1	922
SN:GCA_900103405.1	931
SN:GCA_002559215.1	1929
SN:GCA_900104695.1	154
SN:GCA_006370335.1	2310
SN:GCA_900637765.1	2421
SN:GCA_002560415.1	1929
SN:GCA_003963115.1	904
SN:GCA_003961185.1	2310
SN:GCA_003061325.1	2037
SN:GCA_003061325.2	2070
SN:GCA_003202235.1	1965
SN:GCA_003202235.2	2058
SN:GCA_001880825.1	922
SN:GCA_005233495.1	916
SN:GCA_006370345.1	2313
SN:GCA_001871275.1	1854
SN:GCA_001871275.2	1941
SN:GCA_003660965.1	1902
SN:GCA_002575715.1	1929
SN:GCA_002224365.1	1923
SN:GCA_003208215.1	2424
SN:GCA_900114495.1	922
SN:GCA_900513815.1	922
SN:GCA_002742685.1	1923
SN:GCA_003589925.1	1902
SN:GCA_003589925.2	421
SN:GCA_005146405.1	922
SN:GCA_004364845.1	154
SN:GCA_900289135.1	922
SN:GCA_002160675.1	1926
SN:GCA_900479155.1	922
SN:GCA_004020355.1	154
SN:GCA_900101755.1	154
SN:GCA_002140615.1	1950
SN:GCA_003538685.1	414
SN:GCA_003182375.1	928
SN:GCA_002953935.1	2088
SN:GCA_002953935.2	2109
SN:GCA_004790725.1	151
SN:GCA_002998695.1	412
SN:GCA_900104455.1	1932
SN:GCA_002742885.1	1899
SN:GCA_900114565.1	2100
SN:GCA_900114565.2	2004
SN:GCA_003481625.1	1926
SN:GCA_003481625.2	2004
SN:GCA_004921255.1	2418
SN:GCA_003967035.1	922
SN:GCA_003287405.1	1992
SN:GCA_003287405.2	151
SN:GCA_004833495.1	922
SN:GCA_003470705.1	1959
SN:GCA_003470705.2	1878
SN:GCA_003201865.1	904
SN:GCA_002959755.1	1902
SN:GCA_003481585.1	1923
SN:GCA_003481585.2	151
SN:GCA_005044225.1	922
SN:GCA_002086335.1	2034
SN:GCA_900258455.1	1980
SN:GCA_900505185.1	922
SN:GCA_003508665.1	1971
SN:GCA_003508665.2	1935
SN:GCA_900187385.1	2121
SN:GCA_900187385.2	2055
SN:GCA_002190835.1	129
SN:GCA_002190835.2	922
SN:GCA_005144635.1	1926
SN:GCA_005144635.2	2505
SN:GCA_900501045.1	922
SN:GCA_002729415.1	2550
SN:GCA_900983675.1	1953
SN:GCA_001876955.1	2220
SN:GCA_001876955.2	907
SN:GCA_900289045.1	2037
SN:GCA_900289045.2	2088
SN:GCA_002953915.1	1923
SN:GCA_002966775.1	154
SN:GCA_005819755.1	151
SN:GCA_900451055.1	2322
SN:GCA_002417605.1	1953
SN:GCA_900101685.1	1977
SN:GCA_900101685.2	2052
SN:GCA_003072045.1	151
SN:GCA_900450875.1	2433
SN:GCA_003477715.1	1995
SN:GCA_003477715.2	154
SN:GCA_005780165.1	1869
SN:GCA_005780165.2	979
SN:GCA_003701545.1	922
SN:GCA_900103185.1	2415
SN:GCA_900103185.2	424
SN:GCA_003024595.1	424
SN:GCA_003024595.2	154
SN:GCA_002095975.1	1923
SN:GCA_900508635.1	922
SN:GCA_003762745.1	1998
SN:GCA_003762745.2	406
SN:GCA_004349265.1	1875
SN:GCA_004349265.2	151
SN:GCA_002735305.1	1935
SN:GCA_002735305.2	157
SN:GCA_900030755.1	1950
SN:GCA_900030755.2	151
SN:GCA_900030755.3	1029
SN:GCA_002842515.1	1995
SN:GCA_002842515.2	1836
SN:GCA_003433795.1	1986
SN:GCA_003433795.2	154
SN:GCA_002697805.1	154
SN:GCA_004013225.1	2322
SN:GCA_003437605.1	151
SN:GCA_003437605.2	1935
SN:GCA_002747435.1	154
SN:GCA_900249975.1	949
SN:GCA_900502415.1	922
SN:GCA_002777315.1	889
SN:GCA_003298875.1	1935
SN:GCA_003298875.2	1896
SN:GCA_900501625.1	922
SN:GCA_004798705.1	2106
SN:GCA_004798705.2	2109
